"","Diptank","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"562","Mbangwini","2016-09-21","15207","15207",NA,"15207",NA,"15207",NA,"15207",NA
"563","Mbangwini","2016-09-29","15031","15031",NA,"15031",NA,"15031",NA,"15031",NA
"564","Mbangwini","2016-10-07","15201","15201",NA,"15201",NA,"15201",NA,"15201",NA
"565","Mbangwini","2016-10-15","15407","15407",NA,"15407",NA,"15407",NA,"15407",NA
"566","Mbangwini","2016-10-23","15000","15000",NA,"15000",NA,"15000",NA,"15000",NA
"567","Mbangwini","2016-10-31","15449","15449",NA,"15449",NA,"15449",NA,"15449",NA
"568","Mbangwini","2016-11-08","15111","15111",NA,"15111",NA,"15111",NA,"15111",NA
"569","Mbangwini","2016-11-16","15071","15071",NA,"15071",NA,"15071",NA,"15071",NA
"570","Mbangwini","2016-11-24","15327","15327",NA,"15327",NA,"15327",NA,"15327",NA
"571","Mbangwini","2016-12-02","15314","15314",NA,"15314",NA,"15314",NA,"15314",NA
"572","Mbangwini","2016-12-10","15345","15345",NA,"15345",NA,"15345",NA,"15345",NA
"573","Mbangwini","2016-12-18","15532","15532",NA,"15532",NA,"15532",NA,"15532",NA
"574","Mbangwini","2016-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Mbangwini","2017-01-01","15145","15145",NA,"15145",NA,"15145",NA,"15145",NA
"576","Mbangwini","2017-01-09","15075","15075",NA,"15075",NA,"15075",NA,"15075",NA
"577","Mbangwini","2017-01-17","15102","15102",NA,"15102",NA,"15102",NA,"15102",NA
"578","Mbangwini","2017-01-25","15239","15239",NA,"15239",NA,"15239",NA,"15239",NA
"579","Mbangwini","2017-02-02","15120","15120",NA,"15120",NA,"15120",NA,"15120",NA
"580","Mbangwini","2017-02-10","15278","15278",NA,"15278",NA,"15278",NA,"15278",NA
"581","Mbangwini","2017-02-18","15232","15232",NA,"15232",NA,"15232",NA,"15232",NA
"582","Mbangwini","2017-02-26","15101","15101",NA,"15101",NA,"15101",NA,"15101",NA
"583","Mbangwini","2017-03-06","15022","15022",NA,"15022",NA,"15022",NA,"15022",NA
"584","Mbangwini","2017-03-14","15032","15032",NA,"15032",NA,"15032",NA,"15032",NA
"585","Mbangwini","2017-03-22","15098","15098",NA,"15098",NA,"15098",NA,"15098",NA
"586","Mbangwini","2017-03-30","15144","15144",NA,"15144",NA,"15144",NA,"15144",NA
"587","Mbangwini","2017-04-07","15103","15103",NA,"15103",NA,"15103",NA,"15103",NA
"588","Mbangwini","2017-04-15","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"589","Mbangwini","2017-04-23","15021","15021",NA,"15021",NA,"15021",NA,"15021",NA
"590","Mbangwini","2017-05-01","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"591","Mbangwini","2017-05-09","14917","14917",NA,"14917",NA,"14917",NA,"14917",NA
"592","Mbangwini","2017-05-17","14876","14876",NA,"14876",NA,"14876",NA,"14876",NA
"593","Mbangwini","2017-05-25","14753","14753",NA,"14753",NA,"14753",NA,"14753",NA
"594","Mbangwini","2017-06-02","14861","14861",NA,"14861",NA,"14861",NA,"14861",NA
"595","Mbangwini","2017-06-10","14775","14775",NA,"14775",NA,"14775",NA,"14775",NA
"596","Mbangwini","2017-06-18","14812","14812",NA,"14812",NA,"14812",NA,"14812",NA
"597","Mbangwini","2017-06-26","14803","14803",NA,"14803",NA,"14803",NA,"14803",NA
"598","Mbangwini","2017-07-04","14923","14923",NA,"14923",NA,"14923",NA,"14923",NA
"599","Mbangwini","2017-07-12","14885","14885",NA,"14885",NA,"14885",NA,"14885",NA
"600","Mbangwini","2017-07-20","14852","14852",NA,"14852",NA,"14852",NA,"14852",NA
"601","Mbangwini","2017-07-28","14876","14876",NA,"14876",NA,"14876",NA,"14876",NA
"602","Mbangwini","2017-08-05","14901","14901",NA,"14901",NA,"14901",NA,"14901",NA
"603","Mbangwini","2017-08-13","14901","14901",NA,"14901",NA,"14901",NA,"14901",NA
"604","Mbangwini","2017-08-21","14986","14986",NA,"14986",NA,"14986",NA,"14986",NA
"605","Mbangwini","2017-08-29","14831","14831",NA,"14831",NA,"14831",NA,"14831",NA
"606","Mbangwini","2017-09-06","15204","15204",NA,"15204",NA,"15204",NA,"15204",NA
"607","Mbangwini","2017-09-14","15032","15032",NA,"15032",NA,"15032",NA,"15032",NA
"608","Mbangwini","2017-09-22","14957","14957",NA,"14957",NA,"14957",NA,"14957",NA
"609","Mbangwini","2017-09-30","15144","15144",NA,"15144",NA,"15144",NA,"15144",NA
"610","Mbangwini","2017-10-08","15202","15202",NA,"15202",NA,"15202",NA,"15202",NA
"611","Mbangwini","2017-10-16","15241","15241",NA,"15241",NA,"15241",NA,"15241",NA
"612","Mbangwini","2017-10-24","15365","15365",NA,"15365",NA,"15365",NA,"15365",NA
"613","Mbangwini","2017-11-01","15347","15347",NA,"15347",NA,"15347",NA,"15347",NA
"614","Mbangwini","2017-11-09","15187","15187",NA,"15187",NA,"15187",NA,"15187",NA
"615","Mbangwini","2017-11-17","15291","15291",NA,"15291",NA,"15291",NA,"15291",NA
"616","Mbangwini","2017-11-25","15215","15215",NA,"15215",NA,"15215",NA,"15215",NA
"617","Mbangwini","2017-12-03","15449","15449",NA,"15449",NA,"15449",NA,"15449",NA
"618","Mbangwini","2017-12-11","15024","15024",NA,"15024",NA,"15024",NA,"15024",NA
"619","Mbangwini","2017-12-19","15282","15282",NA,"15282",NA,"15282",NA,"15282",NA
"620","Mbangwini","2017-12-27","15083","15083",NA,"15083",NA,"15083",NA,"15083",NA
"621","Mbangwini","2018-01-01","15200","15200",NA,"15200",NA,"15200",NA,"15200",NA
"622","Mbangwini","2018-01-09","15367","15367",NA,"15367",NA,"15367",NA,"15367",NA
"623","Mbangwini","2018-01-17","15232","15232",NA,"15232",NA,"15232",NA,"15232",NA
"624","Mbangwini","2018-01-25","14968","14968",NA,"14968",NA,"14968",NA,"14968",NA
"625","Mbangwini","2018-02-02","14940","14940",NA,"14940",NA,"14940",NA,"14940",NA
"626","Mbangwini","2018-02-10","15079","15079",NA,"15079",NA,"15079",NA,"15079",NA
"627","Mbangwini","2018-02-18","14826","14826",NA,"14826",NA,"14826",NA,"14826",NA
"628","Mbangwini","2018-02-26","15156","15156",NA,"15156",NA,"15156",NA,"15156",NA
"629","Mbangwini","2018-03-06","15002","15002",NA,"15002",NA,"15002",NA,"15002",NA
"630","Mbangwini","2018-03-14","14993","14993",NA,"14993",NA,"14993",NA,"14993",NA
"631","Mbangwini","2018-03-22","14998","14998",NA,"14998",NA,"14998",NA,"14998",NA
"632","Mbangwini","2018-03-30","15071","15071",NA,"15071",NA,"15071",NA,"15071",NA
"633","Mbangwini","2018-04-07","14822","14822",NA,"14822",NA,"14822",NA,"14822",NA
"634","Mbangwini","2018-04-15","14900","14900",NA,"14900",NA,"14900",NA,"14900",NA
"635","Mbangwini","2018-04-23","14926","14926",NA,"14926",NA,"14926",NA,"14926",NA
"636","Mbangwini","2018-05-01","14849","14849",NA,"14849",NA,"14849",NA,"14849",NA
"637","Mbangwini","2018-05-09","14773","14773",NA,"14773",NA,"14773",NA,"14773",NA
"638","Mbangwini","2018-05-17","14800","14800",NA,"14800",NA,"14800",NA,"14800",NA
"639","Mbangwini","2018-05-25","14833","14833",NA,"14833",NA,"14833",NA,"14833",NA
"640","Mbangwini","2018-06-02","14670","14670",NA,"14670",NA,"14670",NA,"14670",NA
"641","Mbangwini","2018-06-10","14801","14801",NA,"14801",NA,"14801",NA,"14801",NA
"642","Mbangwini","2018-06-18","14796","14796",NA,"14796",NA,"14796",NA,"14796",NA
"643","Mbangwini","2018-06-26","14725","14725",NA,"14725",NA,"14725",NA,"14725",NA
"644","Mbangwini","2018-07-04","14695","14695",NA,"14695",NA,"14695",NA,"14695",NA
"645","Mbangwini","2018-07-12","14650","14650",NA,"14650",NA,"14650",NA,"14650",NA
"646","Mbangwini","2018-07-20","14794","14794",NA,"14794",NA,"14794",NA,"14794",NA
"647","Mbangwini","2018-07-28","14805","14805",NA,"14805",NA,"14805",NA,"14805",NA
"648","Mbangwini","2018-08-05","14723","14723",NA,"14723",NA,"14723",NA,"14723",NA
"649","Mbangwini","2018-08-13","14913","14913",NA,"14913",NA,"14913",NA,"14913",NA
"650","Mbangwini","2018-08-21","14778","14778",NA,"14778",NA,"14778",NA,"14778",NA
"651","Mbangwini","2018-08-29","15007","15007",NA,"15007",NA,"15007",NA,"15007",NA
"652","Mbangwini","2018-09-06","14966","14966",NA,"14966",NA,"14966",NA,"14966",NA
"653","Mbangwini","2018-09-14","15075","15075",NA,"15075",NA,"15075",NA,"15075",NA
"654","Mbangwini","2018-09-22","15146","15146",NA,"15146",NA,"15146",NA,"15146",NA
"655","Mbangwini","2018-09-30","14954","14954",NA,"14954",NA,"14954",NA,"14954",NA
"656","Mbangwini","2018-10-08","15162","15162",NA,"15162",NA,"15162",NA,"15162",NA
"657","Mbangwini","2018-10-16","14662","14662",NA,"14662",NA,"14662",NA,"14662",NA
"658","Mbangwini","2018-10-24","15311","15311",NA,"15311",NA,"15311",NA,"15311",NA
"659","Mbangwini","2018-11-01","14980","14980",NA,"14980",NA,"14980",NA,"14980",NA
"660","Mbangwini","2018-11-09","14995","14995",NA,"14995",NA,"14995",NA,"14995",NA
"661","Mbangwini","2018-11-17","15317","15317",NA,"15317",NA,"15317",NA,"15317",NA
"662","Mbangwini","2018-11-25","15450","15450",NA,"15450",NA,"15450",NA,"15450",NA
"663","Mbangwini","2018-12-03","15557","15557",NA,"15557",NA,"15557",NA,"15557",NA
"664","Mbangwini","2018-12-11","15240","15240",NA,"15240",NA,"15240",NA,"15240",NA
"665","Mbangwini","2018-12-19","15308","15308",NA,"15308",NA,"15308",NA,"15308",NA
"666","Mbangwini","2018-12-27","15141","15141",NA,"15141",NA,"15141",NA,"15141",NA
"667","Mbangwini","2019-01-01","15012","15012",NA,"15012",NA,"15012",NA,"15012",NA
"668","Mbangwini","2019-01-09","15134","15134",NA,"15134",NA,"15134",NA,"15134",NA
"669","Mbangwini","2019-01-17","15020","15020",NA,"15020",NA,"15020",NA,"15020",NA
"670","Mbangwini","2019-01-25","15201","15201",NA,"15201",NA,"15201",NA,"15201",NA
"671","Mbangwini","2019-02-02","15005","15005",NA,"15005",NA,"15005",NA,"15005",NA
"672","Mbangwini","2019-02-10","15353","15353",NA,"15353",NA,"15353",NA,"15353",NA
"673","Mbangwini","2019-02-18","15053","15053",NA,"15053",NA,"15053",NA,"15053",NA
"674","Mbangwini","2019-02-26","15021","15021",NA,"15021",NA,"15021",NA,"15021",NA
"675","Mbangwini","2019-03-06","14990","14990",NA,"14990",NA,"14990",NA,"14990",NA
"676","Mbangwini","2019-03-14","15072","15072",NA,"15072",NA,"15072",NA,"15072",NA
"677","Mbangwini","2019-03-22","15017","15017",NA,"15017",NA,"15017",NA,"15017",NA
"678","Mbangwini","2019-03-30","15020","15020",NA,"15020",NA,"15020",NA,"15020",NA
"679","Mbangwini","2019-04-07","14945","14945",NA,"14945",NA,"14945",NA,"14945",NA
"680","Mbangwini","2019-04-15","14887","14887",NA,"14887",NA,"14887",NA,"14887",NA
"681","Mbangwini","2019-04-23","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"682","Mbangwini","2019-05-01","14908","14908",NA,"14908",NA,"14908",NA,"14908",NA
"683","Mbangwini","2019-05-09","14861","14861",NA,"14861",NA,"14861",NA,"14861",NA
"684","Mbangwini","2019-05-17","14898","14898",NA,"14898",NA,"14898",NA,"14898",NA
"685","Mbangwini","2019-05-25","14835","14835",NA,"14835",NA,"14835",NA,"14835",NA
"686","Mbangwini","2019-06-02","14769","14769",NA,"14769",NA,"14769",NA,"14769",NA
"687","Mbangwini","2019-06-10","14749","14749",NA,"14749",NA,"14749",NA,"14749",NA
"688","Mbangwini","2019-06-18","14813","14813",NA,"14813",NA,"14813",NA,"14813",NA
"689","Mbangwini","2019-06-26","14803","14803",NA,"14803",NA,"14803",NA,"14803",NA
"690","Mbangwini","2019-07-04","14803","14803",NA,"14803",NA,"14803",NA,"14803",NA
"691","Mbangwini","2019-07-12","14829","14829",NA,"14829",NA,"14829",NA,"14829",NA
"692","Mbangwini","2019-07-20","14788","14788",NA,"14788",NA,"14788",NA,"14788",NA
"693","Mbangwini","2019-07-28","14879","14879",NA,"14879",NA,"14879",NA,"14879",NA
"694","Mbangwini","2019-08-05","14904","14904",NA,"14904",NA,"14904",NA,"14904",NA
"695","Mbangwini","2019-08-13","14886","14886",NA,"14886",NA,"14886",NA,"14886",NA
"696","Mbangwini","2019-08-21","15002","15002",NA,"15002",NA,"15002",NA,"15002",NA
"697","Mbangwini","2019-08-29","15069","15069",NA,"15069",NA,"15069",NA,"15069",NA
"698","Mbangwini","2019-09-06","15066","15066",NA,"15066",NA,"15066",NA,"15066",NA
"699","Mbangwini","2019-09-14","15264","15264",NA,"15264",NA,"15264",NA,"15264",NA
"700","Mbangwini","2019-09-22","15116","15116",NA,"15116",NA,"15116",NA,"15116",NA
"701","Mbangwini","2019-09-30","15159","15159",NA,"15159",NA,"15159",NA,"15159",NA
"702","Mbangwini","2019-10-08","15012","15012",NA,"15012",NA,"15012",NA,"15012",NA
"703","Mbangwini","2019-10-16","15296","15296",NA,"15296",NA,"15296",NA,"15296",NA
"704","Mbangwini","2019-10-24","15240","15240",NA,"15240",NA,"15240",NA,"15240",NA
"705","Mbangwini","2019-11-01","15445","15445",NA,"15445",NA,"15445",NA,"15445",NA
"706","Mbangwini","2019-11-09","14938","14938",NA,"14938",NA,"14938",NA,"14938",NA
"707","Mbangwini","2019-11-17","15097","15097",NA,"15097",NA,"15097",NA,"15097",NA
"708","Mbangwini","2019-11-25","15263","15263",NA,"15263",NA,"15263",NA,"15263",NA
"709","Mbangwini","2019-12-03","15454","15454",NA,"15454",NA,"15454",NA,"15454",NA
"710","Mbangwini","2019-12-11","14986","14986",NA,"14986",NA,"14986",NA,"14986",NA
"711","Mbangwini","2019-12-19","15308","15308",NA,"15308",NA,"15308",NA,"15308",NA
"712","Mbangwini","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Mbangwini","2020-01-01","15351","15351",NA,"15351",NA,"15351",NA,"15351",NA
"714","Mbangwini","2020-01-09","15348","15348",NA,"15348",NA,"15348",NA,"15348",NA
"715","Mbangwini","2020-01-17","14968","14968",NA,"14968",NA,"14968",NA,"14968",NA
"716","Mbangwini","2020-01-25","15359","15359",NA,"15359",NA,"15359",NA,"15359",NA
"717","Mbangwini","2020-02-02","15229","15229",NA,"15229",NA,"15229",NA,"15229",NA
"718","Mbangwini","2020-02-10","15209","15209",NA,"15209",NA,"15209",NA,"15209",NA
"719","Mbangwini","2020-02-18","15083","15083",NA,"15083",NA,"15083",NA,"15083",NA
"720","Mbangwini","2020-02-26","15025","15025",NA,"15025",NA,"15025",NA,"15025",NA
"721","Mbangwini","2020-03-05","15192","15192",NA,"15192",NA,"15192",NA,"15192",NA
"722","Mbangwini","2020-03-13","15128","15128",NA,"15128",NA,"15128",NA,"15128",NA
"723","Mbangwini","2020-03-21","15127","15127",NA,"15127",NA,"15127",NA,"15127",NA
"724","Mbangwini","2020-03-29","15144","15144",NA,"15144",NA,"15144",NA,"15144",NA
"725","Mpala","2016-04-30","15255","15255",NA,"15255",NA,"15255",NA,"15204.5","5100.5"
"726","Mpala","2016-05-08","14903","14903",NA,"14903",NA,"14903",NA,"14916.5","364.5"
"727","Mpala","2016-05-16","14922","14922",NA,"14922",NA,"14922",NA,"14939","578"
"728","Mpala","2016-05-24","14918","14918",NA,"14918",NA,"14918",NA,"14928","200"
"729","Mpala","2016-06-01","14971","14971",NA,"14971",NA,"14971",NA,"14958.5","312.5"
"730","Mpala","2016-06-09","14822","14822",NA,"14822",NA,"14822",NA,"14861.5","3120.5"
"731","Mpala","2016-06-17","15011","15011",NA,"15011",NA,"15011",NA,"15003.5","112.5"
"732","Mpala","2016-06-25","15001","15001",NA,"15001",NA,"15001",NA,"14960.5","3280.5"
"733","Mpala","2016-07-03","14925","14925",NA,"14925",NA,"14925",NA,"14867","6728"
"734","Mpala","2016-07-11","14886","14886",NA,"14886",NA,"14886",NA,"14879.5","84.5"
"735","Mpala","2016-07-19","15075","15075",NA,"15075",NA,"15075",NA,"15063","288"
"736","Mpala","2016-07-27","14929","14929",NA,"14929",NA,"14929",NA,"14949.5","840.5"
"737","Mpala","2016-08-04","15068","15068",NA,"15068",NA,"15068",NA,"15049","722"
"738","Mpala","2016-08-12","15140","15140",NA,"15140",NA,"15140",NA,"15158","648"
"739","Mpala","2016-08-20","15180","15180",NA,"15180",NA,"15180",NA,"15155.5","1200.5"
"740","Mpala","2016-08-28","15409","15409",NA,"15409",NA,"15409",NA,"15382","1458"
"741","Mpala","2016-09-05","15379","15379",NA,"15379",NA,"15379",NA,"15358.5","840.5"
"742","Mpala","2016-09-13","15147","15147",NA,"15147",NA,"15147",NA,"15135","288"
"743","Mpala","2016-09-21","15406","15406",NA,"15406",NA,"15406",NA,"15369.5","2664.5"
"744","Mpala","2016-09-29","15240","15240",NA,"15240",NA,"15240",NA,"15257","578"
"745","Mpala","2016-10-07","15181","15181",NA,"15181",NA,"15181",NA,"15193","288"
"746","Mpala","2016-10-15","15654","15654",NA,"15654",NA,"15654",NA,"15610.5","3784.5"
"747","Mpala","2016-10-23","15295","15295",NA,"15295",NA,"15295",NA,"15288","98"
"748","Mpala","2016-10-31","15590","15590",NA,"15590",NA,"15590",NA,"15552","2888"
"749","Mpala","2016-11-08","15309","15309",NA,"15309",NA,"15309",NA,"15299.5","180.5"
"750","Mpala","2016-11-16","15026","15026",NA,"15026",NA,"15026",NA,"15081","6050"
"751","Mpala","2016-11-24","15506","15506",NA,"15506",NA,"15506",NA,"15471.5","2380.5"
"752","Mpala","2016-12-02","15503","15503",NA,"15503",NA,"15503",NA,"15443.5","7080.5"
"753","Mpala","2016-12-10","15441","15441",NA,"15441",NA,"15441",NA,"15448.5","112.5"
"754","Mpala","2016-12-18","15813","15813",NA,"15813",NA,"15813",NA,"15769.5","3784.5"
"755","Mpala","2016-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Mpala","2017-01-01","15276","15276",NA,"15276",NA,"15276",NA,"15348.5","10512.5"
"757","Mpala","2017-01-09","15145","15145",NA,"15145",NA,"15145",NA,"15236","16562"
"758","Mpala","2017-01-17","15293","15293",NA,"15293",NA,"15293",NA,"15315","968"
"759","Mpala","2017-01-25","15579","15579",NA,"15579",NA,"15579",NA,"15543.5","2520.5"
"760","Mpala","2017-02-02","15374","15374",NA,"15374",NA,"15374",NA,"15372","8"
"761","Mpala","2017-02-10","15518","15518",NA,"15518",NA,"15518",NA,"15520.5","12.5"
"762","Mpala","2017-02-18","15403","15403",NA,"15403",NA,"15403",NA,"15375","1568"
"763","Mpala","2017-02-26","15138","15138",NA,"15138",NA,"15138",NA,"15138","0"
"764","Mpala","2017-03-06","15138","15138",NA,"15138",NA,"15138",NA,"15162.5","1200.5"
"765","Mpala","2017-03-14","15233","15233",NA,"15233",NA,"15233",NA,"15185.5","4512.5"
"766","Mpala","2017-03-22","15334","15334",NA,"15334",NA,"15334",NA,"15305","1682"
"767","Mpala","2017-03-30","15373","15373",NA,"15373",NA,"15373",NA,"15356.5","544.5"
"768","Mpala","2017-04-07","15309","15309",NA,"15309",NA,"15309",NA,"15270.5","2964.5"
"769","Mpala","2017-04-15","15270","15270",NA,"15270",NA,"15270",NA,"15213.5","6384.5"
"770","Mpala","2017-04-23","15218","15218",NA,"15218",NA,"15218",NA,"15170.5","4512.5"
"771","Mpala","2017-05-01","14988","14988",NA,"14988",NA,"14988",NA,"14971.5","544.5"
"772","Mpala","2017-05-09","14971","14971",NA,"14971",NA,"14971",NA,"14951","800"
"773","Mpala","2017-05-17","15058","15058",NA,"15058",NA,"15058",NA,"15016","3528"
"774","Mpala","2017-05-25","14987","14987",NA,"14987",NA,"14987",NA,"14949.5","2812.5"
"775","Mpala","2017-06-02","14998","14998",NA,"14998",NA,"14998",NA,"14986","288"
"776","Mpala","2017-06-10","14973","14973",NA,"14973",NA,"14973",NA,"14942","1922"
"777","Mpala","2017-06-18","14971","14971",NA,"14971",NA,"14971",NA,"14943","1568"
"778","Mpala","2017-06-26","14935","14935",NA,"14935",NA,"14935",NA,"14926","162"
"779","Mpala","2017-07-04","15091","15091",NA,"15091",NA,"15091",NA,"15048.5","3612.5"
"780","Mpala","2017-07-12","15019","15019",NA,"15019",NA,"15019",NA,"14977","3528"
"781","Mpala","2017-07-20","15032","15032",NA,"15032",NA,"15032",NA,"15029","18"
"782","Mpala","2017-07-28","15017","15017",NA,"15017",NA,"15017",NA,"15032","450"
"783","Mpala","2017-08-05","15084","15084",NA,"15084",NA,"15084",NA,"15063","882"
"784","Mpala","2017-08-13","15050","15050",NA,"15050",NA,"15050",NA,"15041","162"
"785","Mpala","2017-08-21","15220","15220",NA,"15220",NA,"15220",NA,"15193","1458"
"786","Mpala","2017-08-29","15010","15010",NA,"15010",NA,"15010",NA,"15009.5","0.5"
"787","Mpala","2017-09-06","15456","15456",NA,"15456",NA,"15456",NA,"15399.5","6384.5"
"788","Mpala","2017-09-14","15175","15175",NA,"15175",NA,"15175",NA,"15155","800"
"789","Mpala","2017-09-22","15119","15119",NA,"15119",NA,"15119",NA,"15105.5","364.5"
"790","Mpala","2017-09-30","15459","15459",NA,"15459",NA,"15459",NA,"15410","4802"
"791","Mpala","2017-10-08","15529","15529",NA,"15529",NA,"15529",NA,"15472","6498"
"792","Mpala","2017-10-16","15534","15534",NA,"15534",NA,"15534",NA,"15491.5","3612.5"
"793","Mpala","2017-10-24","15737","15737",NA,"15737",NA,"15737",NA,"15655.5","13284.5"
"794","Mpala","2017-11-01","15798","15798",NA,"15798",NA,"15798",NA,"15751","4418"
"795","Mpala","2017-11-09","15452","15452",NA,"15452",NA,"15452",NA,"15436.5","480.5"
"796","Mpala","2017-11-17","15561","15561",NA,"15561",NA,"15561",NA,"15522.5","2964.5"
"797","Mpala","2017-11-25","15667","15667",NA,"15667",NA,"15667",NA,"15633","2312"
"798","Mpala","2017-12-03","15251","15251",NA,"15251",NA,"15251",NA,"15256.5","60.5"
"799","Mpala","2017-12-11","15313","15313",NA,"15313",NA,"15313",NA,"15252","7442"
"800","Mpala","2017-12-19","15214","15214",NA,"15214",NA,"15214",NA,"15236","968"
"801","Mpala","2017-12-27","15180","15180",NA,"15180",NA,"15180",NA,"15168","288"
"802","Mpala","2018-01-01","15481","15481",NA,"15481",NA,"15481",NA,"15428.5","5512.5"
"803","Mpala","2018-01-09","15693","15693",NA,"15693",NA,"15693",NA,"15565.5","32512.5"
"804","Mpala","2018-01-17","15545","15545",NA,"15545",NA,"15545",NA,"15511.5","2244.5"
"805","Mpala","2018-01-25","15340","15340",NA,"15340",NA,"15340",NA,"15344","32"
"806","Mpala","2018-02-02","15115","15115",NA,"15115",NA,"15115",NA,"15121","72"
"807","Mpala","2018-02-10","15104","15104",NA,"15104",NA,"15104",NA,"15132.5","1624.5"
"808","Mpala","2018-02-18","14838","14838",NA,"14838",NA,"14838",NA,"14932.5","17860.5"
"809","Mpala","2018-02-26","15272","15272",NA,"15272",NA,"15272",NA,"15229.5","3612.5"
"810","Mpala","2018-03-06","15168","15168",NA,"15168",NA,"15168",NA,"15169.5","4.5"
"811","Mpala","2018-03-14","15069","15069",NA,"15069",NA,"15069",NA,"15126","6498"
"812","Mpala","2018-03-22","15035","15035",NA,"15035",NA,"15035",NA,"15044.5","180.5"
"813","Mpala","2018-03-30","15001","15001",NA,"15001",NA,"15001",NA,"15054.5","5724.5"
"814","Mpala","2018-04-07","14923","14923",NA,"14923",NA,"14923",NA,"14934","242"
"815","Mpala","2018-04-15","14996","14996",NA,"14996",NA,"14996",NA,"15012","512"
"816","Mpala","2018-04-23","14986","14986",NA,"14986",NA,"14986",NA,"14998.5","312.5"
"817","Mpala","2018-05-01","14963","14963",NA,"14963",NA,"14963",NA,"14972","162"
"818","Mpala","2018-05-09","14856","14856",NA,"14856",NA,"14856",NA,"14877","882"
"819","Mpala","2018-05-17","14787","14787",NA,"14787",NA,"14787",NA,"14831","3872"
"820","Mpala","2018-05-25","14837","14837",NA,"14837",NA,"14837",NA,"14801.5","2520.5"
"821","Mpala","2018-06-02","14713","14713",NA,"14713",NA,"14713",NA,"14725","288"
"822","Mpala","2018-06-10","14832","14832",NA,"14832",NA,"14832",NA,"14837.5","60.5"
"823","Mpala","2018-06-18","14843","14843",NA,"14843",NA,"14843",NA,"14842","2"
"824","Mpala","2018-06-26","14781","14781",NA,"14781",NA,"14781",NA,"14784","18"
"825","Mpala","2018-07-04","14776","14776",NA,"14776",NA,"14776",NA,"14777.5","4.5"
"826","Mpala","2018-07-12","14734","14734",NA,"14734",NA,"14734",NA,"14731.5","12.5"
"827","Mpala","2018-07-20","14891","14891",NA,"14891",NA,"14891",NA,"14895.5","40.5"
"828","Mpala","2018-07-28","14827","14827",NA,"14827",NA,"14827",NA,"14866.5","3120.5"
"829","Mpala","2018-08-05","14861","14861",NA,"14861",NA,"14861",NA,"14828.5","2112.5"
"830","Mpala","2018-08-13","14964","14964",NA,"14964",NA,"14964",NA,"14973","162"
"831","Mpala","2018-08-21","14959","14959",NA,"14959",NA,"14959",NA,"14982.5","1104.5"
"832","Mpala","2018-08-29","15160","15160",NA,"15160",NA,"15160",NA,"15154","72"
"833","Mpala","2018-09-06","15014","15014",NA,"15014",NA,"15014",NA,"15016","8"
"834","Mpala","2018-09-14","15175","15175",NA,"15175",NA,"15175",NA,"15167.5","112.5"
"835","Mpala","2018-09-22","15179","15179",NA,"15179",NA,"15179",NA,"15169","200"
"836","Mpala","2018-09-30","15061","15061",NA,"15061",NA,"15061",NA,"15029.5","1984.5"
"837","Mpala","2018-10-08","15323","15323",NA,"15323",NA,"15323",NA,"15310","338"
"838","Mpala","2018-10-16","14678","14678",NA,"14678",NA,"14678",NA,"14708","1800"
"839","Mpala","2018-10-24","15486","15486",NA,"15486",NA,"15486",NA,"15449.5","2664.5"
"840","Mpala","2018-11-01","15063","15063",NA,"15063",NA,"15063",NA,"15063","0"
"841","Mpala","2018-11-09","15132","15132",NA,"15132",NA,"15132",NA,"15118.5","364.5"
"842","Mpala","2018-11-17","15413","15413",NA,"15413",NA,"15413",NA,"15387.5","1300.5"
"843","Mpala","2018-11-25","15629","15629",NA,"15629",NA,"15629",NA,"15586.5","3612.5"
"844","Mpala","2018-12-03","15459","15459",NA,"15459",NA,"15459",NA,"15438","882"
"845","Mpala","2018-12-11","15493","15493",NA,"15493",NA,"15493",NA,"15460.5","2112.5"
"846","Mpala","2018-12-19","15426","15426",NA,"15426",NA,"15426",NA,"15602","61952"
"847","Mpala","2018-12-27","15292","15292",NA,"15292",NA,"15292",NA,"15337.5","4140.5"
"848","Mpala","2019-01-01","15218","15218",NA,"15218",NA,"15218",NA,"15222","32"
"849","Mpala","2019-01-09","15330","15330",NA,"15330",NA,"15330",NA,"15316.5","364.5"
"850","Mpala","2019-01-17","15142","15142",NA,"15142",NA,"15142",NA,"15221.5","12640.5"
"851","Mpala","2019-01-25","15182","15182",NA,"15182",NA,"15182",NA,"15186","32"
"852","Mpala","2019-02-02","15076","15076",NA,"15076",NA,"15076",NA,"15190.5","26220.5"
"853","Mpala","2019-02-10","15467","15467",NA,"15467",NA,"15467",NA,"15484.5","612.5"
"854","Mpala","2019-02-18","15180","15180",NA,"15180",NA,"15180",NA,"15156.5","1104.5"
"855","Mpala","2019-02-26","15101","15101",NA,"15101",NA,"15101",NA,"15100","2"
