"","Diptank","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"1154","Ndumo","2017-10-16","15434","15434",NA,"15434",NA,"15434",NA,"15434",NA
"1155","Ndumo","2017-10-24","15577","15577",NA,"15577",NA,"15577",NA,"15577",NA
"1156","Ndumo","2017-11-01","15626","15626",NA,"15626",NA,"15626",NA,"15626",NA
"1157","Ndumo","2017-11-09","15367","15367",NA,"15367",NA,"15367",NA,"15367",NA
"1158","Ndumo","2017-11-17","15441","15441",NA,"15441",NA,"15441",NA,"15441",NA
"1159","Ndumo","2017-11-25","15369","15369",NA,"15369",NA,"15369",NA,"15369",NA
"1160","Ndumo","2017-12-03","15229","15229",NA,"15229",NA,"15229",NA,"15229",NA
"1161","Ndumo","2017-12-11","15140","15140",NA,"15140",NA,"15140",NA,"15140",NA
"1162","Ndumo","2017-12-19","15271","15271",NA,"15271",NA,"15271",NA,"15271",NA
"1163","Ndumo","2017-12-27","15135","15135",NA,"15135",NA,"15135",NA,"15135",NA
"1164","Ndumo","2018-01-01","15344","15344",NA,"15344",NA,"15344",NA,"15344",NA
"1165","Ndumo","2018-01-09","15599","15599",NA,"15599",NA,"15599",NA,"15599",NA
"1166","Ndumo","2018-01-17","15407","15407",NA,"15407",NA,"15407",NA,"15407",NA
"1167","Ndumo","2018-01-25","15080","15080",NA,"15080",NA,"15080",NA,"15080",NA
"1168","Ndumo","2018-02-02","15083","15083",NA,"15083",NA,"15083",NA,"15083",NA
"1169","Ndumo","2018-02-10","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"1170","Ndumo","2018-02-18","14811","14811",NA,"14811",NA,"14811",NA,"14811",NA
"1171","Ndumo","2018-02-26","15054","15054",NA,"15054",NA,"15054",NA,"15054",NA
"1172","Ndumo","2018-03-06","15121","15121",NA,"15121",NA,"15121",NA,"15121",NA
"1173","Ndumo","2018-03-14","15068","15068",NA,"15068",NA,"15068",NA,"15068",NA
"1174","Ndumo","2018-03-22","15021","15021",NA,"15021",NA,"15021",NA,"15021",NA
"1175","Ndumo","2018-03-30","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"1176","Ndumo","2018-04-07","14909","14909",NA,"14909",NA,"14909",NA,"14909",NA
"1177","Ndumo","2018-04-15","14901","14901",NA,"14901",NA,"14901",NA,"14901",NA
"1178","Ndumo","2018-04-23","14948","14948",NA,"14948",NA,"14948",NA,"14948",NA
"1179","Ndumo","2018-05-01","14926","14926",NA,"14926",NA,"14926",NA,"14926",NA
"1180","Ndumo","2018-05-09","14849","14849",NA,"14849",NA,"14849",NA,"14849",NA
"1181","Ndumo","2018-05-17","14790","14790",NA,"14790",NA,"14790",NA,"14790",NA
"1182","Ndumo","2018-05-25","14827","14827",NA,"14827",NA,"14827",NA,"14827",NA
"1183","Ndumo","2018-06-02","14713","14713",NA,"14713",NA,"14713",NA,"14713",NA
"1184","Ndumo","2018-06-10","14828","14828",NA,"14828",NA,"14828",NA,"14828",NA
"1185","Ndumo","2018-06-18","14817","14817",NA,"14817",NA,"14817",NA,"14817",NA
"1186","Ndumo","2018-06-26","14780","14780",NA,"14780",NA,"14780",NA,"14780",NA
"1187","Ndumo","2018-07-04","14728","14728",NA,"14728",NA,"14728",NA,"14728",NA
"1188","Ndumo","2018-07-12","14713","14713",NA,"14713",NA,"14713",NA,"14713",NA
"1189","Ndumo","2018-07-20","14867","14867",NA,"14867",NA,"14867",NA,"14867",NA
"1190","Ndumo","2018-07-28","14799","14799",NA,"14799",NA,"14799",NA,"14799",NA
"1191","Ndumo","2018-08-05","14839","14839",NA,"14839",NA,"14839",NA,"14839",NA
"1192","Ndumo","2018-08-13","14938","14938",NA,"14938",NA,"14938",NA,"14938",NA
"1193","Ndumo","2018-08-21","14797","14797",NA,"14797",NA,"14797",NA,"14797",NA
"1194","Ndumo","2018-08-29","15129","15129",NA,"15129",NA,"15129",NA,"15129",NA
"1195","Ndumo","2018-09-06","15014","15014",NA,"15014",NA,"15014",NA,"15014",NA
"1196","Ndumo","2018-09-14","15186","15186",NA,"15186",NA,"15186",NA,"15186",NA
"1197","Ndumo","2018-09-22","15213","15213",NA,"15213",NA,"15213",NA,"15213",NA
"1198","Ndumo","2018-09-30","15028","15028",NA,"15028",NA,"15028",NA,"15028",NA
"1199","Ndumo","2018-10-08","15276","15276",NA,"15276",NA,"15276",NA,"15276",NA
"1200","Ndumo","2018-10-16","14810","14810",NA,"14810",NA,"14810",NA,"14810",NA
"1201","Ndumo","2018-10-24","15487","15487",NA,"15487",NA,"15487",NA,"15487",NA
"1202","Ndumo","2018-11-01","15067","15067",NA,"15067",NA,"15067",NA,"15067",NA
"1203","Ndumo","2018-11-09","15179","15179",NA,"15179",NA,"15179",NA,"15179",NA
"1204","Ndumo","2018-11-17","15320","15320",NA,"15320",NA,"15320",NA,"15320",NA
"1205","Ndumo","2018-11-25","15617","15617",NA,"15617",NA,"15617",NA,"15617",NA
"1206","Ndumo","2018-12-03","15435","15435",NA,"15435",NA,"15435",NA,"15435",NA
"1207","Ndumo","2018-12-11","15419","15419",NA,"15419",NA,"15419",NA,"15419",NA
"1208","Ndumo","2018-12-19","15365","15365",NA,"15365",NA,"15365",NA,"15365",NA
"1209","Ndumo","2018-12-27","15417","15417",NA,"15417",NA,"15417",NA,"15417",NA
"1210","Ndumo","2019-01-01","15186","15186",NA,"15186",NA,"15186",NA,"15186",NA
"1211","Ndumo","2019-01-09","15319","15319",NA,"15319",NA,"15319",NA,"15319",NA
"1212","Ndumo","2019-01-17","15099","15099",NA,"15099",NA,"15099",NA,"15099",NA
"1213","Ndumo","2019-01-25","15167","15167",NA,"15167",NA,"15167",NA,"15167",NA
"1214","Ndumo","2019-02-02","15128","15128",NA,"15128",NA,"15128",NA,"15128",NA
"1215","Ndumo","2019-02-10","15498","15498",NA,"15498",NA,"15498",NA,"15498",NA
"1216","Ndumo","2019-02-18","15115","15115",NA,"15115",NA,"15115",NA,"15115",NA
"1217","Ndumo","2019-02-26","15102","15102",NA,"15102",NA,"15102",NA,"15102",NA
"1218","Ndumo","2019-03-06","14933","14933",NA,"14933",NA,"14933",NA,"14933",NA
"1219","Ndumo","2019-03-14","15073","15073",NA,"15073",NA,"15073",NA,"15073",NA
"1220","Ndumo","2019-03-22","14904","14904",NA,"14904",NA,"14904",NA,"14904",NA
"1221","Ndumo","2019-03-30","14937","14937",NA,"14937",NA,"14937",NA,"14937",NA
"1222","Ndumo","2019-04-07","14944","14944",NA,"14944",NA,"14944",NA,"14944",NA
"1223","Ndumo","2019-04-15","14939","14939",NA,"14939",NA,"14939",NA,"14939",NA
"1224","Ndumo","2019-04-23","14983","14983",NA,"14983",NA,"14983",NA,"14983",NA
"1225","Ndumo","2019-05-01","14990","14990",NA,"14990",NA,"14990",NA,"14990",NA
"1226","Ndumo","2019-05-09","14922","14922",NA,"14922",NA,"14922",NA,"14922",NA
"1227","Ndumo","2019-05-17","14956","14956",NA,"14956",NA,"14956",NA,"14956",NA
"1228","Ndumo","2019-05-25","14918","14918",NA,"14918",NA,"14918",NA,"14918",NA
"1229","Ndumo","2019-06-02","14835","14835",NA,"14835",NA,"14835",NA,"14835",NA
"1230","Ndumo","2019-06-10","14790","14790",NA,"14790",NA,"14790",NA,"14790",NA
"1231","Ndumo","2019-06-18","14878","14878",NA,"14878",NA,"14878",NA,"14878",NA
"1232","Ndumo","2019-06-26","14880","14880",NA,"14880",NA,"14880",NA,"14880",NA
"1233","Ndumo","2019-07-04","14881","14881",NA,"14881",NA,"14881",NA,"14881",NA
"1234","Ndumo","2019-07-12","14911","14911",NA,"14911",NA,"14911",NA,"14911",NA
"1235","Ndumo","2019-07-20","14854","14854",NA,"14854",NA,"14854",NA,"14854",NA
"1236","Ndumo","2019-07-28","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"1237","Ndumo","2019-08-05","14996","14996",NA,"14996",NA,"14996",NA,"14996",NA
"1238","Ndumo","2019-08-13","15002","15002",NA,"15002",NA,"15002",NA,"15002",NA
"1239","Ndumo","2019-08-21","15131","15131",NA,"15131",NA,"15131",NA,"15131",NA
"1240","Ndumo","2019-08-29","15170","15170",NA,"15170",NA,"15170",NA,"15170",NA
"1241","Ndumo","2019-09-06","15089","15089",NA,"15089",NA,"15089",NA,"15089",NA
"1242","Ndumo","2019-09-14","15239","15239",NA,"15239",NA,"15239",NA,"15239",NA
"1243","Ndumo","2019-09-22","15492","15492",NA,"15492",NA,"15492",NA,"15492",NA
"1244","Ndumo","2019-09-30","15315","15315",NA,"15315",NA,"15315",NA,"15315",NA
"1245","Ndumo","2019-10-08","15230","15230",NA,"15230",NA,"15230",NA,"15230",NA
"1246","Ndumo","2019-10-16","15478","15478",NA,"15478",NA,"15478",NA,"15478",NA
"1247","Ndumo","2019-10-24","15309","15309",NA,"15309",NA,"15309",NA,"15309",NA
"1248","Ndumo","2019-11-01","15526","15526",NA,"15526",NA,"15526",NA,"15526",NA
"1249","Ndumo","2019-11-09","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"1250","Ndumo","2019-11-17","15152","15152",NA,"15152",NA,"15152",NA,"15152",NA
"1251","Ndumo","2019-11-25","15210","15210",NA,"15210",NA,"15210",NA,"15210",NA
"1252","Ndumo","2019-12-03","15534","15534",NA,"15534",NA,"15534",NA,"15534",NA
"1253","Ndumo","2019-12-11","14978","14978",NA,"14978",NA,"14978",NA,"14978",NA
"1254","Ndumo","2019-12-19","15365","15365",NA,"15365",NA,"15365",NA,"15365",NA
"1255","Ndumo","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","Ndumo","2020-01-01","15486","15486",NA,"15486",NA,"15486",NA,"15486",NA
"1257","Ndumo","2020-01-09","15226","15226",NA,"15226",NA,"15226",NA,"15226",NA
"1258","Ndumo","2020-01-17","15108","15108",NA,"15108",NA,"15108",NA,"15108",NA
"1259","Ndumo","2020-01-25","15502","15502",NA,"15502",NA,"15502",NA,"15502",NA
"1260","Ndumo","2020-02-02","15397","15397",NA,"15397",NA,"15397",NA,"15397",NA
"1261","Ndumo","2020-02-10","15286","15286",NA,"15286",NA,"15286",NA,"15286",NA
"1262","Ndumo","2020-02-18","15130","15130",NA,"15130",NA,"15130",NA,"15130",NA
"1263","Ndumo","2020-02-26","15210","15210",NA,"15210",NA,"15210",NA,"15210",NA
"1264","Ndumo","2020-03-05","15296","15296",NA,"15296",NA,"15296",NA,"15296",NA
"1265","Ndumo","2020-03-13","15317","15317",NA,"15317",NA,"15317",NA,"15317",NA
"1266","Ndumo","2020-03-21","15183","15183",NA,"15183",NA,"15183",NA,"15183",NA
"1267","Ndumo","2020-03-29","15225","15225",NA,"15225",NA,"15225",NA,"15225",NA
"1268","Phelandaba","2016-04-30","15075","15075",NA,"15075",NA,"15075",NA,"15042","2178"
"1269","Phelandaba","2016-05-08","15005","15005",NA,"15005",NA,"15005",NA,"14964.5","3280.5"
"1270","Phelandaba","2016-05-16","14891","14891",NA,"14891",NA,"14891",NA,"14868","1058"
"1271","Phelandaba","2016-05-24","14842","14842",NA,"14842",NA,"14842",NA,"14826","512"
"1272","Phelandaba","2016-06-01","14856","14856",NA,"14856",NA,"14856",NA,"14837.5","684.5"
"1273","Phelandaba","2016-06-09","14775","14775",NA,"14775",NA,"14775",NA,"14753.5","924.5"
"1274","Phelandaba","2016-06-17","14911","14911",NA,"14911",NA,"14911",NA,"14888","1058"
"1275","Phelandaba","2016-06-25","14924","14924",NA,"14924",NA,"14924",NA,"14895.5","1624.5"
"1276","Phelandaba","2016-07-03","14898","14898",NA,"14898",NA,"14898",NA,"14835","7938"
"1277","Phelandaba","2016-07-11","14967","14967",NA,"14967",NA,"14967",NA,"14897.5","9660.5"
"1278","Phelandaba","2016-07-19","15018","15018",NA,"15018",NA,"15018",NA,"14974.5","3784.5"
"1279","Phelandaba","2016-07-27","14905","14905",NA,"14905",NA,"14905",NA,"14878.5","1404.5"
"1280","Phelandaba","2016-08-04","15009","15009",NA,"15009",NA,"15009",NA,"14961.5","4512.5"
"1281","Phelandaba","2016-08-12","15118","15118",NA,"15118",NA,"15118",NA,"15086.5","1984.5"
"1282","Phelandaba","2016-08-20","15134","15134",NA,"15134",NA,"15134",NA,"15078","6272"
"1283","Phelandaba","2016-08-28","15302","15302",NA,"15302",NA,"15302",NA,"15267.5","2380.5"
"1284","Phelandaba","2016-09-05","15282","15282",NA,"15282",NA,"15282",NA,"15264.5","612.5"
"1285","Phelandaba","2016-09-13","15158","15158",NA,"15158",NA,"15158",NA,"15105","5618"
"1286","Phelandaba","2016-09-21","15329","15329",NA,"15329",NA,"15329",NA,"15298","1922"
"1287","Phelandaba","2016-09-29","15199","15199",NA,"15199",NA,"15199",NA,"15164","2450"
"1288","Phelandaba","2016-10-07","15320","15320",NA,"15320",NA,"15320",NA,"15248.5","10224.5"
"1289","Phelandaba","2016-10-15","15374","15374",NA,"15374",NA,"15374",NA,"15376","8"
"1290","Phelandaba","2016-10-23","15230","15230",NA,"15230",NA,"15230",NA,"15182.5","4512.5"
"1291","Phelandaba","2016-10-31","15429","15429",NA,"15429",NA,"15429",NA,"15363","8712"
"1292","Phelandaba","2016-11-08","15076","15076",NA,"15076",NA,"15076",NA,"15076.5","0.5"
"1293","Phelandaba","2016-11-16","15347","15347",NA,"15347",NA,"15347",NA,"15271","11552"
"1294","Phelandaba","2016-11-24","15418","15418",NA,"15418",NA,"15418",NA,"15338.5","12640.5"
"1295","Phelandaba","2016-12-02","15464","15464",NA,"15464",NA,"15464",NA,"15368.5","18240.5"
"1296","Phelandaba","2016-12-10","15257","15257",NA,"15257",NA,"15257",NA,"15261.5","40.5"
"1297","Phelandaba","2016-12-18","15761","15761",NA,"15761",NA,"15761",NA,"15703","6728"
"1298","Phelandaba","2016-12-26","15666","15666",NA,"15666",NA,"15666",NA,"15615","5202"
"1299","Phelandaba","2017-01-01","15375","15375",NA,"15375",NA,"15375",NA,"15296.5","12324.5"
"1300","Phelandaba","2017-01-09","15339","15339",NA,"15339",NA,"15339",NA,"15268.5","9940.5"
"1301","Phelandaba","2017-01-17","15514","15514",NA,"15514",NA,"15514",NA,"15373","39762"
"1302","Phelandaba","2017-01-25","15405","15405",NA,"15405",NA,"15405",NA,"15336.5","9384.5"
"1303","Phelandaba","2017-02-02","15323","15323",NA,"15323",NA,"15323",NA,"15259","8192"
"1304","Phelandaba","2017-02-10","15450","15450",NA,"15450",NA,"15450",NA,"15368","13448"
"1305","Phelandaba","2017-02-18","15327","15327",NA,"15327",NA,"15327",NA,"15162","54450"
"1306","Phelandaba","2017-02-26","15278","15278",NA,"15278",NA,"15278",NA,"15190.5","15312.5"
"1307","Phelandaba","2017-03-06","15191","15191",NA,"15191",NA,"15191",NA,"15127.5","8064.5"
"1308","Phelandaba","2017-03-14","15124","15124",NA,"15124",NA,"15124",NA,"15069","6050"
"1309","Phelandaba","2017-03-22","15239","15239",NA,"15239",NA,"15239",NA,"15184.5","5940.5"
"1310","Phelandaba","2017-03-30","15280","15280",NA,"15280",NA,"15280",NA,"15255","1250"
"1311","Phelandaba","2017-04-07","15247","15247",NA,"15247",NA,"15247",NA,"15235","288"
"1312","Phelandaba","2017-04-15","15199","15199",NA,"15199",NA,"15199",NA,"15155.5","3784.5"
"1313","Phelandaba","2017-04-23","14946","14946",NA,"14946",NA,"14946",NA,"14964","648"
"1314","Phelandaba","2017-05-01","15015","15015",NA,"15015",NA,"15015",NA,"14963.5","5304.5"
"1315","Phelandaba","2017-05-09","15029","15029",NA,"15029",NA,"15029",NA,"15047.5","684.5"
"1316","Phelandaba","2017-05-17","14976","14976",NA,"14976",NA,"14976",NA,"14953.5","1012.5"
"1317","Phelandaba","2017-05-25","14878","14878",NA,"14878",NA,"14878",NA,"14840","2888"
"1318","Phelandaba","2017-06-02","14966","14966",NA,"14966",NA,"14966",NA,"14944.5","924.5"
"1319","Phelandaba","2017-06-10","14924","14924",NA,"14924",NA,"14924",NA,"14882","3528"
"1320","Phelandaba","2017-06-18","14854","14854",NA,"14854",NA,"14854",NA,"14837","578"
"1321","Phelandaba","2017-06-26","14936","14936",NA,"14936",NA,"14936",NA,"14908.5","1512.5"
"1322","Phelandaba","2017-07-04","14982","14982",NA,"14982",NA,"14982",NA,"14957.5","1200.5"
"1323","Phelandaba","2017-07-12","14909","14909",NA,"14909",NA,"14909",NA,"14865.5","3784.5"
"1324","Phelandaba","2017-07-20","15013","15013",NA,"15013",NA,"15013",NA,"14980.5","2112.5"
"1325","Phelandaba","2017-07-28","14998","14998",NA,"14998",NA,"14998",NA,"14987","242"
"1326","Phelandaba","2017-08-05","15077","15077",NA,"15077",NA,"15077",NA,"15028","4802"
"1327","Phelandaba","2017-08-13","15003","15003",NA,"15003",NA,"15003",NA,"14960","3698"
"1328","Phelandaba","2017-08-21","15147","15147",NA,"15147",NA,"15147",NA,"15096","5202"
"1329","Phelandaba","2017-08-29","14953","14953",NA,"14953",NA,"14953",NA,"14906.5","4324.5"
"1330","Phelandaba","2017-09-06","15340","15340",NA,"15340",NA,"15340",NA,"15321","722"
"1331","Phelandaba","2017-09-14","15055","15055",NA,"15055",NA,"15055",NA,"15032.5","1012.5"
"1332","Phelandaba","2017-09-22","15031","15031",NA,"15031",NA,"15031",NA,"15000","1922"
"1333","Phelandaba","2017-09-30","15295","15295",NA,"15295",NA,"15295",NA,"15257","2888"
"1334","Phelandaba","2017-10-08","15293","15293",NA,"15293",NA,"15293",NA,"15258.5","2380.5"
"1335","Phelandaba","2017-10-16","15370","15370",NA,"15370",NA,"15370",NA,"15315","6050"
"1336","Phelandaba","2017-10-24","15383","15383",NA,"15383",NA,"15383",NA,"15341","3528"
"1337","Phelandaba","2017-11-01","15510","15510",NA,"15510",NA,"15510",NA,"15467","3698"
"1338","Phelandaba","2017-11-09","15468","15468",NA,"15468",NA,"15468",NA,"15385","13778"
"1339","Phelandaba","2017-11-17","15439","15439",NA,"15439",NA,"15439",NA,"15400","3042"
"1340","Phelandaba","2017-11-25","15655","15655",NA,"15655",NA,"15655",NA,"15604","5202"
"1341","Phelandaba","2017-12-03","15410","15410",NA,"15410",NA,"15410",NA,"15444","2312"
"1342","Phelandaba","2017-12-11","15473","15473",NA,"15473",NA,"15473",NA,"15375.5","19012.5"
"1343","Phelandaba","2017-12-19","15526","15526",NA,"15526",NA,"15526",NA,"15511","450"
"1344","Phelandaba","2017-12-27","15200","15200",NA,"15200",NA,"15200",NA,"15165.5","2380.5"
"1345","Phelandaba","2018-01-01","15475","15475",NA,"15475",NA,"15475",NA,"15408","8978"
"1346","Phelandaba","2018-01-09","15643","15643",NA,"15643",NA,"15643",NA,"15501","40328"
"1347","Phelandaba","2018-01-17","15611","15611",NA,"15611",NA,"15611",NA,"15515","18432"
"1348","Phelandaba","2018-01-25",NA,NA,NA,NA,NA,NA,NA,"14884",NA
"1349","Phelandaba","2018-02-02","15267","15267",NA,"15267",NA,"15267",NA,"15167","20000"
"1350","Phelandaba","2018-02-10","15390","15390",NA,"15390",NA,"15390",NA,"15277","25538"
"1351","Phelandaba","2018-02-18","15318","15318",NA,"15318",NA,"15318",NA,"15307","242"
"1352","Phelandaba","2018-02-26","15438","15438",NA,"15438",NA,"15438",NA,"15377.5","7320.5"
"1353","Phelandaba","2018-03-06","15245","15245",NA,"15245",NA,"15245",NA,"15213","2048"
"1354","Phelandaba","2018-03-14","15237","15237",NA,"15237",NA,"15237",NA,"15169.5","9112.5"
"1355","Phelandaba","2018-03-22","15075","15075",NA,"15075",NA,"15075",NA,"15060","450"
"1356","Phelandaba","2018-03-30","15281","15281",NA,"15281",NA,"15281",NA,"15216","8450"
"1357","Phelandaba","2018-04-07","14970","14970",NA,"14970",NA,"14970",NA,"14926.5","3784.5"
"1358","Phelandaba","2018-04-15","15027","15027",NA,"15027",NA,"15027",NA,"14957","9800"
"1359","Phelandaba","2018-04-23","15025","15025",NA,"15025",NA,"15025",NA,"14990.5","2380.5"
"1360","Phelandaba","2018-05-01","15004","15004",NA,"15004",NA,"15004",NA,"14958.5","4140.5"
"1361","Phelandaba","2018-05-09","15008","15008",NA,"15008",NA,"15008",NA,"14977","1922"
"1362","Phelandaba","2018-05-17","14865","14865",NA,"14865",NA,"14865",NA,"14848","578"
"1363","Phelandaba","2018-05-25","14891","14891",NA,"14891",NA,"14891",NA,"14864.5","1404.5"
"1364","Phelandaba","2018-06-02","14823","14823",NA,"14823",NA,"14823",NA,"14791.5","1984.5"
"1365","Phelandaba","2018-06-10","14856","14856",NA,"14856",NA,"14856",NA,"14825.5","1860.5"
"1366","Phelandaba","2018-06-18","14903","14903",NA,"14903",NA,"14903",NA,"14868","2450"
"1367","Phelandaba","2018-06-26","14899","14899",NA,"14899",NA,"14899",NA,"14851.5","4512.5"
"1368","Phelandaba","2018-07-04","14782","14782",NA,"14782",NA,"14782",NA,"14749.5","2112.5"
"1369","Phelandaba","2018-07-12","14839","14839",NA,"14839",NA,"14839",NA,"14788.5","5100.5"
"1370","Phelandaba","2018-07-20","14847","14847",NA,"14847",NA,"14847",NA,"14825","968"
"1371","Phelandaba","2018-07-28","14870","14870",NA,"14870",NA,"14870",NA,"14860.5","180.5"
"1372","Phelandaba","2018-08-05","14759","14759",NA,"14759",NA,"14759",NA,"14727.5","1984.5"
"1373","Phelandaba","2018-08-13","15052","15052",NA,"15052",NA,"15052",NA,"15036","512"
"1374","Phelandaba","2018-08-21","14905","14905",NA,"14905",NA,"14905",NA,"14991.5","14964.5"
"1375","Phelandaba","2018-08-29","15082","15082",NA,"15082",NA,"15082",NA,"15048.5","2244.5"
"1376","Phelandaba","2018-09-06","15119","15119",NA,"15119",NA,"15119",NA,"15057","7688"
"1377","Phelandaba","2018-09-14","15376","15376",NA,"15376",NA,"15376",NA,"15343","2178"
"1378","Phelandaba","2018-09-22","15070","15070",NA,"15070",NA,"15070",NA,"15085","450"
"1379","Phelandaba","2018-09-30","15145","15145",NA,"15145",NA,"15145",NA,"15111.5","2244.5"
"1380","Phelandaba","2018-10-08","15365","15365",NA,"15365",NA,"15365",NA,"15318.5","4324.5"
"1381","Phelandaba","2018-10-16","14993","14993",NA,"14993",NA,"14993",NA,"14879","25992"
"1382","Phelandaba","2018-10-24","15508","15508",NA,"15508",NA,"15508",NA,"15440.5","9112.5"
"1383","Phelandaba","2018-11-01","15165","15165",NA,"15165",NA,"15165",NA,"15116.5","4704.5"
"1384","Phelandaba","2018-11-09","15215","15215",NA,"15215",NA,"15215",NA,"15179","2592"
"1385","Phelandaba","2018-11-17","15343","15343",NA,"15343",NA,"15343",NA,"15291","5408"
"1386","Phelandaba","2018-11-25","15571","15571",NA,"15571",NA,"15571",NA,"15500.5","9940.5"
"1387","Phelandaba","2018-12-03","15425","15425",NA,"15425",NA,"15425",NA,"15437.5","312.5"
"1388","Phelandaba","2018-12-11","15531","15531",NA,"15531",NA,"15531",NA,"15414.5","27144.5"
"1389","Phelandaba","2018-12-19","15717","15717",NA,"15717",NA,"15717",NA,"15655","7688"
"1390","Phelandaba","2018-12-27","15473","15473",NA,"15473",NA,"15473",NA,"15398","11250"
"1391","Phelandaba","2019-01-01","15167","15167",NA,"15167",NA,"15167",NA,"15118","4802"
"1392","Phelandaba","2019-01-09","15379","15379",NA,"15379",NA,"15379",NA,"15399.5","840.5"
"1393","Phelandaba","2019-01-17","15227","15227",NA,"15227",NA,"15227",NA,"15159.5","9112.5"
"1394","Phelandaba","2019-01-25","15290","15290",NA,"15290",NA,"15290",NA,"15173","27378"
"1395","Phelandaba","2019-02-02","15110","15110",NA,"15110",NA,"15110",NA,"15134","1152"
"1396","Phelandaba","2019-02-10","15429","15429",NA,"15429",NA,"15429",NA,"15370","6962"
"1397","Phelandaba","2019-02-18","15193","15193",NA,"15193",NA,"15193",NA,"15144.5","4704.5"
"1398","Phelandaba","2019-02-26","15003","15003",NA,"15003",NA,"15003",NA,"14981","968"
"1399","Phelandaba","2019-03-06","15198","15198",NA,"15198",NA,"15198",NA,"15148.5","4900.5"
"1400","Phelandaba","2019-03-14","15189","15189",NA,"15189",NA,"15189",NA,"15145","3872"
"1401","Phelandaba","2019-03-22","15157","15157",NA,"15157",NA,"15157",NA,"15084.5","10512.5"
"1402","Phelandaba","2019-03-30","15058","15058",NA,"15058",NA,"15058",NA,"15039.5","684.5"
"1403","Phelandaba","2019-04-07","15003","15003",NA,"15003",NA,"15003",NA,"14985.5","612.5"
"1404","Phelandaba","2019-04-15","14896","14896",NA,"14896",NA,"14896",NA,"14853","3698"
"1405","Phelandaba","2019-04-23","15003","15003",NA,"15003",NA,"15003",NA,"14982.5","840.5"
"1406","Phelandaba","2019-05-01","15079","15079",NA,"15079",NA,"15079",NA,"15033","4232"
"1407","Phelandaba","2019-05-09","15004","15004",NA,"15004",NA,"15004",NA,"14956","4608"
"1408","Phelandaba","2019-05-17","15013","15013",NA,"15013",NA,"15013",NA,"14964","4802"
"1409","Phelandaba","2019-05-25","14871","14871",NA,"14871",NA,"14871",NA,"14834.5","2664.5"
"1410","Phelandaba","2019-06-02","14912","14912",NA,"14912",NA,"14912",NA,"14882.5","1740.5"
"1411","Phelandaba","2019-06-10","14837","14837",NA,"14837",NA,"14837",NA,"14815.5","924.5"
"1412","Phelandaba","2019-06-18","14875","14875",NA,"14875",NA,"14875",NA,"14849.5","1300.5"
"1413","Phelandaba","2019-06-26","14954","14954",NA,"14954",NA,"14954",NA,"14914.5","3120.5"
"1414","Phelandaba","2019-07-04","14968","14968",NA,"14968",NA,"14968",NA,"14924","3872"
"1415","Phelandaba","2019-07-12","14986","14986",NA,"14986",NA,"14986",NA,"14962.5","1104.5"
"1416","Phelandaba","2019-07-20","14934","14934",NA,"14934",NA,"14934",NA,"14909.5","1200.5"
"1417","Phelandaba","2019-07-28","15009","15009",NA,"15009",NA,"15009",NA,"14980","1682"
"1418","Phelandaba","2019-08-05","15023","15023",NA,"15023",NA,"15023",NA,"15000.5","1012.5"
"1419","Phelandaba","2019-08-13","15033","15033",NA,"15033",NA,"15033",NA,"14993.5","3120.5"
"1420","Phelandaba","2019-08-21","15210","15210",NA,"15210",NA,"15210",NA,"15150","7200"
"1421","Phelandaba","2019-08-29","15179","15179",NA,"15179",NA,"15179",NA,"15121.5","6612.5"
"1422","Phelandaba","2019-09-06","15240","15240",NA,"15240",NA,"15240",NA,"15128","25088"
"1423","Phelandaba","2019-09-14","15412","15412",NA,"15412",NA,"15412",NA,"15365.5","4324.5"
"1424","Phelandaba","2019-09-22","15485","15485",NA,"15485",NA,"15485",NA,"15410.5","11100.5"
"1425","Phelandaba","2019-09-30","15256","15256",NA,"15256",NA,"15256",NA,"15225","1922"
"1426","Phelandaba","2019-10-08","15351","15351",NA,"15351",NA,"15351",NA,"15279","10368"
"1427","Phelandaba","2019-10-16","15516","15516",NA,"15516",NA,"15516",NA,"15416","20000"
"1428","Phelandaba","2019-10-24","15310","15310",NA,"15310",NA,"15310",NA,"15262","4608"
"1429","Phelandaba","2019-11-01","15714","15714",NA,"15714",NA,"15714",NA,"15663","5202"
"1430","Phelandaba","2019-11-09","15128","15128",NA,"15128",NA,"15128",NA,"15086.5","3444.5"
"1431","Phelandaba","2019-11-17","15395","15395",NA,"15395",NA,"15395",NA,"15297.5","19012.5"
"1432","Phelandaba","2019-11-25","15542","15542",NA,"15542",NA,"15542",NA,"15457","14450"
"1433","Phelandaba","2019-12-03","15722","15722",NA,"15722",NA,"15722",NA,"15639.5","13612.5"
"1434","Phelandaba","2019-12-11","15202","15202",NA,"15202",NA,"15202",NA,"15163.5","2964.5"
"1435","Phelandaba","2019-12-19","15866","15866",NA,"15866",NA,"15866",NA,"15646","96800"
